age,annual_income,employment_type,investment_horizon,risk_tolerance_score,financial_goal,dependents,tax_bracket,preferred_liquidity,investment_knowledge,recommended_product,recommended_product_full
50,698595,Salaried,13,6,Tax Saving,3,5–10L,Low,Intermediate,NPS,National Pension System
29,748250,Self-employed,10,2,Tax Saving,3,5–10L,Medium,Intermediate,NSC,National Savings Certificate
25,2140099,Self-employed,5,7,Wealth Creation,0,>15L,Low,Intermediate,ELSS,Equity Linked Savings Scheme
47,1267658,Salaried,16,7,Tax Saving,0,10–15L,Medium,Beginner,ELSS,Equity Linked Savings Scheme
32,2086526,Self-employed,13,1,Child Education,1,>15L,Medium,Intermediate,SSY,Sukanya Samriddhi Yojana
58,1673159,Retired,4,2,Tax Saving,3,>15L,Medium,Intermediate,NSC,National Savings Certificate
41,2251253,Self-employed,24,3,Child Education,1,>15L,Medium,Intermediate,SSY,Sukanya Samriddhi Yojana
41,1058617,Salaried,4,6,Tax Saving,1,10–15L,Low,Expert,NPS,National Pension System
25,1757850,Self-employed,12,2,Child Education,2,>15L,Low,Expert,PPF,Public Provident Fund
32,577851,Student,2,2,Child Education,3,5–10L,Low,Expert,SSY,Sukanya Samriddhi Yojana
22,1180677,Self-employed,18,5,Tax Saving,2,10–15L,Medium,Intermediate,Combo,Mixed Investment Portfolio
33,1430621,Self-employed,17,4,Tax Saving,0,10–15L,Medium,Intermediate,Combo,Mixed Investment Portfolio
25,1970628,Retired,12,5,Tax Saving,3,>15L,Low,Beginner,PPF,Public Provident Fund
36,579708,Student,7,2,Wealth Creation,2,5–10L,Low,Expert,NSC,National Savings Certificate
26,1573147,Retired,13,8,Wealth Creation,0,>15L,Low,Beginner,ELSS,Equity Linked Savings Scheme
55,864116,Self-employed,2,7,Tax Saving,3,5–10L,Medium,Expert,Combo,Mixed Investment Portfolio
54,1115982,Retired,19,3,Tax Saving,2,10–15L,Medium,Expert,NSC,National Savings Certificate
35,1551403,Retired,15,1,Child Education,3,>15L,Medium,Beginner,SSY,Sukanya Samriddhi Yojana
48,607820,Retired,14,5,Child Education,3,5–10L,Low,Intermediate,PPF,Public Provident Fund
22,1618146,Self-employed,13,6,Tax Saving,2,>15L,Low,Expert,PPF,Public Provident Fund
25,322554,Self-employed,19,9,Child Education,2,<5L,Medium,Intermediate,ELSS,Equity Linked Savings Scheme
40,1328219,Salaried,1,10,Child Education,1,10–15L,High,Beginner,NPS,National Pension System
39,534722,Salaried,18,3,Child Education,3,5–10L,Medium,Expert,NPS,National Pension System
55,435319,Student,7,1,Tax Saving,3,<5L,High,Expert,NSC,National Savings Certificate
36,1338978,Student,6,6,Child Education,1,10–15L,Low,Intermediate,SSY,Sukanya Samriddhi Yojana
39,1300015,Retired,3,6,Tax Saving,1,10–15L,Medium,Beginner,Combo,Mixed Investment Portfolio
53,1802237,Self-employed,2,9,Wealth Creation,1,>15L,Low,Beginner,Combo,Mixed Investment Portfolio
46,1352567,Self-employed,23,3,Tax Saving,1,10–15L,Low,Expert,PPF,Public Provident Fund
45,943606,Self-employed,8,3,Wealth Creation,2,5–10L,Low,Intermediate,NSC,National Savings Certificate
50,1760764,Student,8,2,Retirement,1,>15L,Low,Expert,NPS,National Pension System
26,312754,Retired,10,6,Retirement,1,<5L,Low,Expert,NPS,National Pension System
39,1722993,Self-employed,19,3,Wealth Creation,0,>15L,High,Beginner,NSC,National Savings Certificate
34,2246562,Retired,3,2,Emergency,1,>15L,Low,Expert,NSC,National Savings Certificate
43,1937791,Self-employed,7,6,Child Education,1,>15L,High,Beginner,SSY,Sukanya Samriddhi Yojana
23,2207860,Self-employed,20,5,Tax Saving,1,>15L,High,Intermediate,Combo,Mixed Investment Portfolio
24,1977166,Self-employed,5,1,Retirement,3,>15L,Low,Expert,NPS,National Pension System
27,1909096,Student,19,4,Child Education,3,>15L,High,Intermediate,SSY,Sukanya Samriddhi Yojana
24,1326597,Salaried,16,1,Wealth Creation,0,10–15L,Low,Intermediate,NPS,National Pension System
49,2025671,Self-employed,8,4,Emergency,0,>15L,Medium,Beginner,Combo,Mixed Investment Portfolio
51,313898,Self-employed,9,2,Wealth Creation,1,<5L,Low,Beginner,NSC,National Savings Certificate
34,735033,Self-employed,22,4,Emergency,1,5–10L,Low,Beginner,PPF,Public Provident Fund
31,2312038,Self-employed,21,1,Emergency,1,>15L,Low,Intermediate,PPF,Public Provident Fund
41,1069855,Self-employed,10,1,Wealth Creation,2,10–15L,High,Expert,NSC,National Savings Certificate
48,2445966,Self-employed,3,2,Wealth Creation,1,>15L,High,Intermediate,NSC,National Savings Certificate
25,738894,Self-employed,15,6,Child Education,0,5–10L,Medium,Expert,SSY,Sukanya Samriddhi Yojana
43,2394716,Salaried,3,7,Retirement,2,>15L,Low,Beginner,ELSS,Equity Linked Savings Scheme
26,2111268,Salaried,10,5,Wealth Creation,0,>15L,Low,Expert,NPS,National Pension System
44,862466,Self-employed,24,1,Tax Saving,1,5–10L,Medium,Intermediate,NSC,National Savings Certificate
42,525011,Salaried,12,1,Retirement,3,5–10L,Medium,Beginner,NPS,National Pension System
30,1470061,Salaried,19,6,Tax Saving,0,10–15L,Medium,Intermediate,NPS,National Pension System
31,799900,Student,10,3,Emergency,0,5–10L,Low,Intermediate,PPF,Public Provident Fund
52,333275,Salaried,5,7,Child Education,3,<5L,High,Expert,ELSS,Equity Linked Savings Scheme
48,565891,Student,13,2,Tax Saving,0,5–10L,High,Intermediate,NSC,National Savings Certificate
44,1371754,Student,14,1,Child Education,0,10–15L,Medium,Expert,SSY,Sukanya Samriddhi Yojana
42,1736702,Salaried,3,9,Retirement,3,>15L,Medium,Intermediate,ELSS,Equity Linked Savings Scheme
34,1144516,Salaried,9,4,Emergency,0,10–15L,High,Expert,NPS,National Pension System
29,1277152,Self-employed,17,10,Tax Saving,3,10–15L,Medium,Intermediate,ELSS,Equity Linked Savings Scheme
29,2056870,Self-employed,22,4,Emergency,1,>15L,High,Beginner,Combo,Mixed Investment Portfolio
37,2301096,Salaried,3,5,Child Education,1,>15L,High,Beginner,NPS,National Pension System
22,1184347,Self-employed,11,5,Emergency,1,10–15L,Low,Beginner,PPF,Public Provident Fund
26,578963,Salaried,20,8,Tax Saving,0,5–10L,Low,Intermediate,ELSS,Equity Linked Savings Scheme
50,1172422,Self-employed,16,2,Tax Saving,1,10–15L,Medium,Beginner,NSC,National Savings Certificate
34,1864527,Salaried,7,2,Emergency,2,>15L,Medium,Expert,NPS,National Pension System
36,1413664,Self-employed,10,5,Wealth Creation,0,10–15L,Medium,Beginner,Combo,Mixed Investment Portfolio
37,1257397,Salaried,6,5,Wealth Creation,1,10–15L,Low,Expert,NPS,National Pension System
59,2210261,Student,19,3,Wealth Creation,0,>15L,Medium,Beginner,NSC,National Savings Certificate
59,2148595,Salaried,15,2,Child Education,1,>15L,Low,Expert,NPS,National Pension System
42,1265806,Salaried,8,9,Retirement,0,10–15L,Medium,Expert,ELSS,Equity Linked Savings Scheme
22,1585423,Self-employed,8,1,Emergency,3,>15L,High,Beginner,NSC,National Savings Certificate
59,857004,Self-employed,5,3,Emergency,3,5–10L,Low,Expert,NSC,National Savings Certificate
51,1584015,Salaried,11,10,Wealth Creation,3,>15L,Medium,Expert,ELSS,Equity Linked Savings Scheme
58,772374,Self-employed,18,1,Emergency,2,5–10L,Low,Intermediate,PPF,Public Provident Fund
23,402816,Self-employed,4,1,Child Education,2,<5L,High,Expert,SSY,Sukanya Samriddhi Yojana
48,2030171,Self-employed,19,4,Emergency,1,>15L,Low,Intermediate,PPF,Public Provident Fund
42,2029875,Salaried,1,1,Tax Saving,1,>15L,Medium,Intermediate,NPS,National Pension System
59,1666769,Self-employed,21,3,Tax Saving,2,>15L,Medium,Beginner,NSC,National Savings Certificate
38,979049,Student,21,3,Child Education,3,5–10L,High,Intermediate,SSY,Sukanya Samriddhi Yojana
24,800704,Self-employed,4,5,Tax Saving,1,5–10L,Medium,Beginner,Combo,Mixed Investment Portfolio
58,927800,Self-employed,13,3,Emergency,3,5–10L,Low,Intermediate,PPF,Public Provident Fund
35,1304733,Salaried,6,10,Tax Saving,1,10–15L,Medium,Intermediate,ELSS,Equity Linked Savings Scheme
42,1307921,Salaried,3,6,Wealth Creation,0,10–15L,Low,Intermediate,NPS,National Pension System
57,1660929,Salaried,8,1,Wealth Creation,0,>15L,High,Beginner,NPS,National Pension System
44,1549462,Retired,10,5,Emergency,1,>15L,High,Beginner,Combo,Mixed Investment Portfolio
48,1468823,Student,23,3,Wealth Creation,1,10–15L,High,Intermediate,NSC,National Savings Certificate
24,2052362,Retired,5,1,Emergency,1,>15L,Medium,Beginner,NSC,National Savings Certificate
34,1457394,Student,11,1,Retirement,2,10–15L,Medium,Intermediate,NPS,National Pension System
43,767548,Salaried,16,7,Child Education,1,5–10L,High,Beginner,ELSS,Equity Linked Savings Scheme
29,1230522,Salaried,22,2,Child Education,1,10–15L,High,Beginner,NPS,National Pension System
36,473044,Salaried,13,9,Child Education,3,<5L,Medium,Beginner,ELSS,Equity Linked Savings Scheme
41,1973686,Student,18,5,Wealth Creation,2,>15L,Medium,Intermediate,Combo,Mixed Investment Portfolio
40,1021351,Self-employed,20,1,Emergency,3,10–15L,Low,Intermediate,PPF,Public Provident Fund
46,818979,Student,18,1,Tax Saving,0,5–10L,High,Intermediate,NSC,National Savings Certificate
29,1161062,Self-employed,3,6,Tax Saving,2,10–15L,Low,Beginner,Combo,Mixed Investment Portfolio
36,832374,Retired,20,2,Emergency,2,5–10L,Medium,Beginner,NSC,National Savings Certificate
28,2201803,Self-employed,16,2,Tax Saving,1,>15L,Low,Expert,PPF,Public Provident Fund
22,2022515,Student,7,3,Wealth Creation,2,>15L,Low,Expert,NSC,National Savings Certificate
51,1438508,Self-employed,14,3,Child Education,2,10–15L,Low,Beginner,PPF,Public Provident Fund
56,1171431,Self-employed,17,1,Child Education,2,10–15L,Low,Beginner,PPF,Public Provident Fund
36,698498,Retired,18,2,Child Education,3,5–10L,High,Beginner,SSY,Sukanya Samriddhi Yojana
31,784284,Salaried,8,6,Child Education,0,5–10L,High,Expert,NPS,National Pension System
23,1956686,Salaried,13,5,Retirement,2,>15L,Low,Expert,NPS,National Pension System
46,2367522,Self-employed,15,1,Tax Saving,3,>15L,Low,Expert,PPF,Public Provident Fund
29,873467,Salaried,10,1,Emergency,0,5–10L,Medium,Expert,NPS,National Pension System
30,2383471,Salaried,11,2,Tax Saving,3,>15L,Medium,Intermediate,NPS,National Pension System
58,2131273,Salaried,18,9,Emergency,1,>15L,Low,Beginner,ELSS,Equity Linked Savings Scheme
48,1633753,Student,16,9,Emergency,2,>15L,Low,Expert,ELSS,Equity Linked Savings Scheme
56,899479,Self-employed,5,4,Emergency,1,5–10L,Low,Beginner,Combo,Mixed Investment Portfolio
42,1217191,Self-employed,17,5,Emergency,1,10–15L,Low,Beginner,PPF,Public Provident Fund
43,1190560,Self-employed,17,6,Child Education,2,10–15L,High,Intermediate,SSY,Sukanya Samriddhi Yojana
44,760894,Self-employed,9,4,Child Education,3,5–10L,High,Expert,SSY,Sukanya Samriddhi Yojana
43,2352150,Self-employed,7,4,Wealth Creation,2,>15L,High,Expert,Combo,Mixed Investment Portfolio
35,378709,Retired,15,7,Retirement,1,<5L,Low,Expert,ELSS,Equity Linked Savings Scheme
41,551897,Self-employed,23,5,Wealth Creation,1,5–10L,Low,Expert,PPF,Public Provident Fund
32,2482827,Self-employed,19,1,Retirement,1,>15L,High,Expert,NPS,National Pension System
55,413655,Student,22,4,Child Education,0,<5L,Low,Expert,PPF,Public Provident Fund
32,2376151,Self-employed,16,2,Tax Saving,2,>15L,Low,Intermediate,PPF,Public Provident Fund
36,2072246,Self-employed,2,3,Emergency,0,>15L,Low,Intermediate,NSC,National Savings Certificate
51,483761,Retired,15,4,Tax Saving,2,<5L,Low,Intermediate,PPF,Public Provident Fund
55,1549452,Self-employed,5,7,Emergency,0,>15L,Medium,Intermediate,ELSS,Equity Linked Savings Scheme
29,2282667,Self-employed,17,6,Child Education,2,>15L,Low,Beginner,PPF,Public Provident Fund
35,1233995,Salaried,23,6,Child Education,1,10–15L,Medium,Beginner,NPS,National Pension System
45,1710091,Retired,4,5,Tax Saving,1,>15L,Low,Expert,Combo,Mixed Investment Portfolio
56,2323778,Salaried,17,9,Emergency,1,>15L,Medium,Beginner,ELSS,Equity Linked Savings Scheme
50,2474830,Self-employed,3,5,Emergency,2,>15L,High,Beginner,Combo,Mixed Investment Portfolio
53,443977,Self-employed,21,9,Child Education,1,<5L,Low,Intermediate,ELSS,Equity Linked Savings Scheme
24,382307,Self-employed,11,10,Tax Saving,0,<5L,High,Expert,ELSS,Equity Linked Savings Scheme
50,694780,Salaried,15,6,Wealth Creation,2,5–10L,High,Intermediate,NPS,National Pension System
59,937168,Retired,6,4,Emergency,0,5–10L,Medium,Beginner,Combo,Mixed Investment Portfolio
35,2003987,Self-employed,22,3,Tax Saving,0,>15L,Low,Expert,PPF,Public Provident Fund
44,893593,Self-employed,23,8,Tax Saving,1,5–10L,High,Intermediate,ELSS,Equity Linked Savings Scheme
23,925671,Salaried,9,5,Tax Saving,1,5–10L,Low,Expert,NPS,National Pension System
56,1400574,Self-employed,12,7,Retirement,1,10–15L,High,Intermediate,ELSS,Equity Linked Savings Scheme
32,1062717,Self-employed,4,5,Wealth Creation,0,10–15L,Low,Intermediate,Combo,Mixed Investment Portfolio
44,1753795,Salaried,23,8,Child Education,2,>15L,Medium,Expert,ELSS,Equity Linked Savings Scheme
58,1877269,Self-employed,1,2,Wealth Creation,0,>15L,Low,Expert,NSC,National Savings Certificate
45,746624,Self-employed,6,1,Child Education,2,5–10L,High,Expert,SSY,Sukanya Samriddhi Yojana
41,2234075,Salaried,20,10,Emergency,3,>15L,High,Beginner,ELSS,Equity Linked Savings Scheme
34,1578137,Self-employed,22,3,Child Education,0,>15L,Low,Intermediate,PPF,Public Provident Fund
44,1775926,Salaried,1,8,Tax Saving,0,>15L,High,Intermediate,NPS,National Pension System
30,847526,Student,2,2,Child Education,3,5–10L,High,Beginner,SSY,Sukanya Samriddhi Yojana
59,2200067,Self-employed,17,2,Tax Saving,2,>15L,Low,Intermediate,PPF,Public Provident Fund
57,1123917,Self-employed,24,4,Child Education,3,10–15L,Low,Expert,PPF,Public Provident Fund
25,322554,Self-employed,19,9,Child Education,2,<5L,Medium,Intermediate,ELSS,Equity Linked Savings Scheme
31,2312038,Self-employed,21,1,Emergency,1,>15L,Low,Intermediate,PPF,Public Provident Fund
37,616882,Salaried,10,3,Retirement,0,5–10L,Low,Expert,NPS,National Pension System
34,542030,Self-employed,19,1,Emergency,0,5–10L,High,Intermediate,NSC,National Savings Certificate
40,1012972,Self-employed,16,9,Tax Saving,3,10–15L,Low,Intermediate,ELSS,Equity Linked Savings Scheme
42,813875,Self-employed,10,5,Wealth Creation,2,5–10L,High,Beginner,Combo,Mixed Investment Portfolio
50,512645,Retired,5,1,Child Education,3,5–10L,Low,Expert,SSY,Sukanya Samriddhi Yojana
48,895022,Self-employed,1,2,Wealth Creation,3,5–10L,High,Beginner,NSC,National Savings Certificate
24,2386823,Self-employed,1,4,Child Education,1,>15L,Medium,Expert,SSY,Sukanya Samriddhi Yojana
37,1153315,Student,7,5,Emergency,3,10–15L,Low,Expert,Combo,Mixed Investment Portfolio
37,1460764,Retired,1,2,Child Education,2,10–15L,Low,Beginner,SSY,Sukanya Samriddhi Yojana
56,1997365,Self-employed,7,1,Tax Saving,2,>15L,High,Intermediate,NSC,National Savings Certificate
46,2367522,Self-employed,15,1,Tax Saving,3,>15L,Low,Expert,PPF,Public Provident Fund
29,2300842,Student,5,3,Tax Saving,0,>15L,Low,Beginner,NSC,National Savings Certificate
39,850261,Self-employed,9,1,Tax Saving,3,5–10L,High,Beginner,NSC,National Savings Certificate
44,992289,Self-employed,21,6,Retirement,2,5–10L,High,Intermediate,NPS,National Pension System
28,1392745,Salaried,2,7,Child Education,3,10–15L,Low,Expert,NPS,National Pension System
47,835632,Retired,12,3,Tax Saving,2,5–10L,Low,Expert,PPF,Public Provident Fund
58,804962,Salaried,24,6,Child Education,1,5–10L,High,Beginner,NPS,National Pension System
39,2399933,Salaried,22,9,Wealth Creation,2,>15L,High,Beginner,ELSS,Equity Linked Savings Scheme
27,401347,Student,11,4,Tax Saving,2,<5L,Low,Beginner,PPF,Public Provident Fund
39,1347109,Retired,6,3,Emergency,0,10–15L,Medium,Intermediate,NSC,National Savings Certificate
58,1855406,Student,9,2,Wealth Creation,2,>15L,High,Intermediate,NSC,National Savings Certificate
36,1969857,Self-employed,20,1,Wealth Creation,3,>15L,Low,Beginner,PPF,Public Provident Fund
58,2218040,Salaried,9,4,Emergency,2,>15L,Low,Expert,NPS,National Pension System
22,777536,Student,12,6,Child Education,2,5–10L,Low,Beginner,PPF,Public Provident Fund
37,2041171,Salaried,4,3,Retirement,1,>15L,Medium,Beginner,NPS,National Pension System
53,1168551,Student,12,2,Emergency,0,10–15L,Low,Beginner,PPF,Public Provident Fund
30,1016123,Student,17,6,Wealth Creation,2,10–15L,Low,Intermediate,PPF,Public Provident Fund
56,1510008,Self-employed,7,2,Child Education,0,>15L,Low,Intermediate,SSY,Sukanya Samriddhi Yojana
52,1543861,Retired,6,1,Child Education,1,>15L,Low,Beginner,SSY,Sukanya Samriddhi Yojana
44,1752036,Student,11,1,Child Education,1,>15L,Low,Beginner,PPF,Public Provident Fund
56,376407,Salaried,1,4,Tax Saving,3,<5L,Medium,Beginner,NPS,National Pension System
48,2457484,Salaried,1,4,Emergency,3,>15L,Medium,Expert,NPS,National Pension System
47,2144223,Self-employed,2,2,Tax Saving,1,>15L,Low,Beginner,NSC,National Savings Certificate
39,728625,Self-employed,3,4,Wealth Creation,2,5–10L,Low,Intermediate,Combo,Mixed Investment Portfolio
23,1838274,Student,19,5,Child Education,1,>15L,High,Beginner,SSY,Sukanya Samriddhi Yojana
38,625051,Retired,14,5,Emergency,1,5–10L,Low,Beginner,PPF,Public Provident Fund
44,2126341,Student,13,1,Child Education,3,>15L,Low,Beginner,PPF,Public Provident Fund
57,1508436,Self-employed,17,5,Wealth Creation,0,>15L,High,Intermediate,Combo,Mixed Investment Portfolio
44,374726,Self-employed,18,3,Wealth Creation,2,<5L,Medium,Expert,NSC,National Savings Certificate
41,1781821,Retired,24,4,Emergency,0,>15L,High,Expert,Combo,Mixed Investment Portfolio
45,604861,Retired,13,1,Wealth Creation,3,5–10L,Low,Intermediate,PPF,Public Provident Fund
51,627717,Self-employed,21,10,Emergency,2,5–10L,Medium,Intermediate,ELSS,Equity Linked Savings Scheme
31,1849085,Self-employed,24,3,Child Education,1,>15L,High,Beginner,SSY,Sukanya Samriddhi Yojana
29,483758,Salaried,8,3,Emergency,0,<5L,Low,Expert,NPS,National Pension System
51,1840927,Retired,23,1,Tax Saving,2,>15L,Low,Beginner,PPF,Public Provident Fund
49,1421291,Self-employed,7,6,Emergency,0,10–15L,Medium,Beginner,Combo,Mixed Investment Portfolio
37,2458956,Self-employed,18,6,Tax Saving,2,>15L,Low,Intermediate,PPF,Public Provident Fund
40,1721898,Salaried,5,7,Retirement,2,>15L,High,Beginner,ELSS,Equity Linked Savings Scheme
54,1507277,Self-employed,21,4,Child Education,1,>15L,Low,Expert,PPF,Public Provident Fund
34,2109753,Self-employed,2,4,Child Education,1,>15L,High,Expert,SSY,Sukanya Samriddhi Yojana
23,770832,Salaried,15,2,Child Education,3,5–10L,Medium,Intermediate,NPS,National Pension System
56,2202770,Student,6,6,Emergency,2,>15L,Low,Beginner,Combo,Mixed Investment Portfolio
42,949093,Self-employed,11,6,Tax Saving,3,5–10L,Low,Intermediate,PPF,Public Provident Fund
29,947404,Salaried,11,9,Retirement,1,5–10L,Low,Beginner,ELSS,Equity Linked Savings Scheme
49,868473,Student,10,4,Wealth Creation,2,5–10L,Low,Intermediate,PPF,Public Provident Fund
33,1025085,Salaried,11,6,Tax Saving,3,10–15L,High,Intermediate,NPS,National Pension System
38,2378339,Retired,2,1,Emergency,2,>15L,Medium,Expert,NSC,National Savings Certificate
39,627590,Retired,21,8,Wealth Creation,0,5–10L,High,Intermediate,ELSS,Equity Linked Savings Scheme
51,730518,Self-employed,6,6,Retirement,1,5–10L,High,Intermediate,NPS,National Pension System
34,2411354,Self-employed,21,5,Tax Saving,0,>15L,Low,Expert,PPF,Public Provident Fund
26,863153,Self-employed,5,2,Wealth Creation,0,5–10L,Medium,Expert,NSC,National Savings Certificate
53,2275856,Self-employed,1,9,Wealth Creation,2,>15L,Medium,Beginner,Combo,Mixed Investment Portfolio
54,1442898,Self-employed,12,9,Wealth Creation,3,10–15L,High,Intermediate,ELSS,Equity Linked Savings Scheme
55,1981739,Self-employed,11,10,Tax Saving,0,>15L,Medium,Intermediate,ELSS,Equity Linked Savings Scheme
